'Level of description','Identifier','Title','Date','Description','Format','Rights','Contributor','Collection identifier','Collection title','Published online?',MulMultiMediaRefLocal_1,URL
Sub-item,2008.0045.00066,Photographs of the Shell Touring Service and Mapping Unit [18 of many],c.1928-1969,"Previous Control Number: ID 1925  No. 1. On Road between Adaminaby and Cabramurra, 11.8.53 Commer 2073 4x4. Inscriptions: SWW0133",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1833,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00066
Sub-item,2008.0045.00067,Photographs of the Shell Touring Service and Mapping Unit [19 of many],c.1928-1969,"Previous Control Number: ID 1925  Maps passing through printing machine. Inscriptions: Y1253A, 3568.10",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1835,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00067
Sub-item,2008.0045.00068,Photographs of the Shell Touring Service and Mapping Unit [20 of many],c.1928-1969,"Previous Control Number: ID 1925  Window display of shell maps, ""Shell serves the Community, series no. 7. - 85,000 maps a year"". Inscriptions: A1946-1,  Adrian Boddington Photography, Melbourne",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1837,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00068
Sub-item,2008.0045.00069,Photographs of the Shell Touring Service and Mapping Unit [21 of many],c.1928-1969,"Previous Control Number: ID 1925  Folding Shell Maps. Inscriptions: #160, Shell Times Editor Arnis Verbikis, Melbourne",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1839,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00069
Sub-item,2008.0045.00070,Photographs of the Shell Touring Service and Mapping Unit [22 of many],c.1928-1969,"Previous Control Number: ID 1925  Inscriptions: K1468/2, Adrian Boddington Photography, Melbourne",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1841,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00070
Sub-item,2008.0045.00071,Photographs of the Shell Touring Service and Mapping Unit [23 of many],c.1928-1969,"Previous Control Number: ID 1925  Ray Murphy/ AHO Tourist Service Office & Miss Lola McMickem (Tourist Department) with Mr Jayasuriya. Inscriptions: 14, K2490-2, Adrian Boddington Photography, Melbourne, Shell House/ Notes Month May Page 4",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1843,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00071
Sub-item,2008.0045.00075,Photograph of camel-drawn wagon loaded with Shell cases (apparently in outback Australia) [2 of many],c.1920-1930,"Previous Control Number: ID 10  1930 Northern Territory Deliveries. Inscriptions: 564, Courtesy Margot McGoffan, Brisbane",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1845,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00075
Sub-item,2008.0045.00076,Photographs of sheep shearing championship and Blowfly chemical display at Royal Melbourne Show 1956 [1 of many],1956,"Previous Control Number: ID 3642 Photographs of sheep shearing championship and Blowfly chemical display at Royal Melbourne Show 1956 [3 of many] Royal Agricultural Show (Melbourne 1956), one of the finals in Shearing Championships at Centenary Hall. The ABC televised final judging.",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1847,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00076
Sub-item,2008.0045.00077,Photographs of sheep shearing championship and Blowfly chemical display at Royal Melbourne Show 1956 [2 of many],1956,"Previous Control Number: ID 3642  Royal Agricultural Show (Melbourne 1956), Mr T.A. Chadwick, Agricultural Manager of Shell Chemical, congratulates Mr. Kevin Sarre of Lockington, Victoria, on winning the Australian Shearing Championships 1956. Mr F. Howell, Executive Member of the Australian Wool Bureau is on the right.",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1849,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00077
Sub-item,2008.0045.00079,Advertising [1 of many],1955-1985,Previous Control Number: ID 1923   Highway Billboard Inscriptions: P-120-6,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1851,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00079
Sub-item,2008.0045.00080,Advertising [2 of many],1955-1985,"Previous Control Number: ID 1923   Brisbane - facing Story Building, North End. Inscriptions: 4137",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1853,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00080
Sub-item,2008.0045.00081,Advertising [3 of many],1955-1985,Previous Control Number: ID 1923   Testing of New Super Motor Oil. Test Cars being refuelled at midday at the Highway 20 Service station (Test HQ),,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1855,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00081
Sub-item,2008.0045.00082,Photographs of Shell products including their packaging and distributing vehicles [1 of many],1954-1975,"Previous Control Number: ID 1943   G.R. Gregg, Frankston. Inscriptions: Val Foreman Photography, East Melbourne",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1857,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00082
Sub-item,2008.0045.00083,Photographs of Shell products including their packaging and distributing vehicles [2 of many],1954-1975,"Previous Control Number: ID 1943   Shellubrication. Inscriptions: 23405-4, Illustration Ltd. Photographs",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1859,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00083
Sub-item,2008.0045.00084,Photographs of Shell products including their packaging and distributing vehicles [1 of many],1954-1975,"Previous Control Number: ID 1943   Shell Motor Oil and Greases. Inscriptions: Known as the nightcart!, 1997, 54/, The Green Studio, H.B Green Illustrative and Art Portrait Photographer",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,1861,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00084
